id_log,id_user,action_type,table_name,action_date,description
343,346,SELECT,Consultations,2022-11-11,User 346 performed SELECT on Consultations.
344,90,SELECT,Notifications,2022-11-13,User 90 performed SELECT on Notifications.
345,574,LOGIN,Patients,2025-03-22,User 574 performed LOGIN on Patients.
346,724,UPDATE,Medical_records,2023-06-21,User 724 performed UPDATE on Medical_records.
347,273,SELECT,Users,2024-05-23,User 273 performed SELECT on Users.
348,238,SELECT,Appointments,2024-07-03,User 238 performed SELECT on Appointments.
349,310,INSERT,Consultations,2024-09-01,User 310 performed INSERT on Consultations.
350,47,INSERT,Consultations,2024-07-02,User 47 performed INSERT on Consultations.
351,658,LOGOUT,Users,2023-11-13,User 658 performed LOGOUT on Users.
352,802,SELECT,AI_Diagnosis,2023-08-26,User 802 performed SELECT on AI_Diagnosis.
353,983,UPDATE,Users,2022-08-18,User 983 performed UPDATE on Users.
354,89,SELECT,AI_Diagnosis,2026-01-05,User 89 performed SELECT on AI_Diagnosis.
355,622,DELETE,Medical_staff,2025-11-17,User 622 performed DELETE on Medical_staff.
356,1041,LOGIN,Patients,2025-12-23,User 1041 performed LOGIN on Patients.
357,1006,INSERT,Notifications,2024-09-26,User 1006 performed INSERT on Notifications.
358,1007,LOGIN,Patients,2023-04-27,User 1007 performed LOGIN on Patients.
359,38,UPDATE,Medical_staff,2026-03-19,User 38 performed UPDATE on Medical_staff.
360,1179,UPDATE,Appointments,2025-10-13,User 1179 performed UPDATE on Appointments.
361,4,INSERT,Appointments,2023-04-05,User 4 performed INSERT on Appointments.
362,620,INSERT,AI_Diagnosis,2022-09-04,User 620 performed INSERT on AI_Diagnosis.
363,656,LOGOUT,Users,2025-11-03,User 656 performed LOGOUT on Users.
364,38,UPDATE,Appointments,2022-04-23,User 38 performed UPDATE on Appointments.
365,471,LOGIN,Patients,2023-01-25,User 471 performed LOGIN on Patients.
366,757,DELETE,Appointments,2022-08-04,User 757 performed DELETE on Appointments.
367,511,SELECT,Appointments,2022-08-12,User 511 performed SELECT on Appointments.
368,310,LOGOUT,Users,2025-11-23,User 310 performed LOGOUT on Users.
369,60,DELETE,Consultations,2026-04-29,User 60 performed DELETE on Consultations.
370,1109,SELECT,Users,2025-03-03,User 1109 performed SELECT on Users.
371,1160,SELECT,Appointments,2022-10-10,User 1160 performed SELECT on Appointments.
372,364,LOGOUT,Medical_records,2024-09-12,User 364 performed LOGOUT on Medical_records.
373,1076,INSERT,Medical_records,2024-12-04,User 1076 performed INSERT on Medical_records.
374,482,LOGOUT,Notifications,2023-03-08,User 482 performed LOGOUT on Notifications.
375,1184,INSERT,Patients,2024-05-09,User 1184 performed INSERT on Patients.
376,366,INSERT,Medical_staff,2024-05-28,User 366 performed INSERT on Medical_staff.
377,943,LOGIN,Notifications,2023-02-07,User 943 performed LOGIN on Notifications.
378,83,UPDATE,Consultations,2024-03-04,User 83 performed UPDATE on Consultations.
379,1186,INSERT,Medical_staff,2025-01-21,User 1186 performed INSERT on Medical_staff.
380,805,SELECT,Patients,2024-08-15,User 805 performed SELECT on Patients.
381,778,LOGOUT,Notifications,2023-06-10,User 778 performed LOGOUT on Notifications.
382,559,DELETE,Consultations,2022-09-03,User 559 performed DELETE on Consultations.
383,1118,DELETE,Consultations,2022-03-28,User 1118 performed DELETE on Consultations.
384,217,DELETE,Medical_staff,2025-10-01,User 217 performed DELETE on Medical_staff.
385,341,SELECT,Medical_records,2023-10-24,User 341 performed SELECT on Medical_records.
386,685,SELECT,Appointments,2022-01-31,User 685 performed SELECT on Appointments.
387,210,LOGIN,Patients,2024-12-12,User 210 performed LOGIN on Patients.
388,1013,UPDATE,Users,2024-10-27,User 1013 performed UPDATE on Users.
389,618,UPDATE,Appointments,2022-02-03,User 618 performed UPDATE on Appointments.
390,269,UPDATE,AI_Diagnosis,2023-01-04,User 269 performed UPDATE on AI_Diagnosis.
391,993,LOGOUT,Users,2022-11-21,User 993 performed LOGOUT on Users.
392,235,LOGOUT,Users,2022-12-11,User 235 performed LOGOUT on Users.
393,998,LOGOUT,Medical_records,2023-05-10,User 998 performed LOGOUT on Medical_records.
394,142,INSERT,Medical_staff,2023-03-30,User 142 performed INSERT on Medical_staff.
395,589,INSERT,Notifications,2024-02-25,User 589 performed INSERT on Notifications.
396,479,LOGIN,Medical_records,2024-05-05,User 479 performed LOGIN on Medical_records.
397,947,SELECT,Users,2025-04-08,User 947 performed SELECT on Users.
398,900,UPDATE,AI_Diagnosis,2024-06-21,User 900 performed UPDATE on AI_Diagnosis.
399,955,INSERT,Medical_staff,2024-04-14,User 955 performed INSERT on Medical_staff.
400,55,DELETE,Appointments,2025-12-09,User 55 performed DELETE on Appointments.
401,617,SELECT,Users,2025-07-31,User 617 performed SELECT on Users.
402,902,DELETE,Patients,2025-06-10,User 902 performed DELETE on Patients.
403,781,LOGIN,Appointments,2023-06-16,User 781 performed LOGIN on Appointments.
404,1094,SELECT,AI_Diagnosis,2022-07-12,User 1094 performed SELECT on AI_Diagnosis.
405,875,LOGOUT,Medical_staff,2026-03-30,User 875 performed LOGOUT on Medical_staff.
406,821,UPDATE,Medical_records,2025-03-02,User 821 performed UPDATE on Medical_records.
407,192,SELECT,AI_Diagnosis,2026-03-20,User 192 performed SELECT on AI_Diagnosis.
408,396,SELECT,Patients,2023-10-29,User 396 performed SELECT on Patients.
409,495,LOGIN,Patients,2025-01-18,User 495 performed LOGIN on Patients.
410,132,INSERT,Patients,2022-02-17,User 132 performed INSERT on Patients.
411,66,SELECT,AI_Diagnosis,2025-01-11,User 66 performed SELECT on AI_Diagnosis.
412,485,INSERT,Medical_records,2026-02-09,User 485 performed INSERT on Medical_records.
413,837,UPDATE,AI_Diagnosis,2025-08-02,User 837 performed UPDATE on AI_Diagnosis.
414,513,INSERT,AI_Diagnosis,2025-10-22,User 513 performed INSERT on AI_Diagnosis.
415,98,UPDATE,Medical_records,2023-01-16,User 98 performed UPDATE on Medical_records.
416,651,INSERT,Consultations,2025-07-02,User 651 performed INSERT on Consultations.
417,408,UPDATE,Medical_records,2022-11-26,User 408 performed UPDATE on Medical_records.
418,973,DELETE,Medical_staff,2024-01-27,User 973 performed DELETE on Medical_staff.
419,543,LOGOUT,Users,2026-01-27,User 543 performed LOGOUT on Users.
420,581,DELETE,AI_Diagnosis,2022-11-25,User 581 performed DELETE on AI_Diagnosis.
421,909,LOGIN,AI_Diagnosis,2025-12-23,User 909 performed LOGIN on AI_Diagnosis.
422,358,DELETE,Medical_staff,2024-06-15,User 358 performed DELETE on Medical_staff.
423,942,INSERT,AI_Diagnosis,2023-10-01,User 942 performed INSERT on AI_Diagnosis.
424,49,SELECT,Notifications,2025-02-16,User 49 performed SELECT on Notifications.
425,794,SELECT,Medical_staff,2022-09-15,User 794 performed SELECT on Medical_staff.
426,12,LOGOUT,Notifications,2022-09-05,User 12 performed LOGOUT on Notifications.
427,448,SELECT,Notifications,2025-06-01,User 448 performed SELECT on Notifications.
428,1090,UPDATE,Appointments,2024-07-16,User 1090 performed UPDATE on Appointments.
429,770,INSERT,Medical_records,2023-10-12,User 770 performed INSERT on Medical_records.
430,419,INSERT,AI_Diagnosis,2024-11-26,User 419 performed INSERT on AI_Diagnosis.
431,1012,LOGIN,Patients,2025-05-14,User 1012 performed LOGIN on Patients.
432,144,UPDATE,Consultations,2022-12-27,User 144 performed UPDATE on Consultations.
433,169,UPDATE,Notifications,2023-03-21,User 169 performed UPDATE on Notifications.
434,648,LOGOUT,Consultations,2024-01-19,User 648 performed LOGOUT on Consultations.
435,890,SELECT,Consultations,2022-03-10,User 890 performed SELECT on Consultations.
436,355,SELECT,Medical_records,2022-12-16,User 355 performed SELECT on Medical_records.
437,665,LOGOUT,Consultations,2025-05-29,User 665 performed LOGOUT on Consultations.
438,410,UPDATE,Users,2024-05-08,User 410 performed UPDATE on Users.
439,268,LOGIN,Medical_staff,2023-08-19,User 268 performed LOGIN on Medical_staff.
440,471,SELECT,Medical_records,2025-01-13,User 471 performed SELECT on Medical_records.
441,377,LOGIN,Medical_staff,2022-02-27,User 377 performed LOGIN on Medical_staff.
442,204,UPDATE,Users,2025-11-28,User 204 performed UPDATE on Users.
443,272,INSERT,Patients,2023-06-28,User 272 performed INSERT on Patients.
444,503,UPDATE,Patients,2025-02-26,User 503 performed UPDATE on Patients.
445,143,LOGIN,Medical_records,2024-10-21,User 143 performed LOGIN on Medical_records.
446,242,UPDATE,Medical_staff,2024-09-13,User 242 performed UPDATE on Medical_staff.
447,814,LOGOUT,Notifications,2024-06-01,User 814 performed LOGOUT on Notifications.
448,956,LOGIN,Appointments,2022-02-23,User 956 performed LOGIN on Appointments.
449,395,INSERT,AI_Diagnosis,2022-12-14,User 395 performed INSERT on AI_Diagnosis.
450,546,INSERT,Appointments,2024-08-31,User 546 performed INSERT on Appointments.
451,718,INSERT,Appointments,2024-09-24,User 718 performed INSERT on Appointments.
452,852,LOGOUT,Medical_staff,2024-12-22,User 852 performed LOGOUT on Medical_staff.
453,231,DELETE,Consultations,2025-12-31,User 231 performed DELETE on Consultations.
454,780,SELECT,Consultations,2025-02-13,User 780 performed SELECT on Consultations.
455,596,DELETE,Consultations,2025-07-01,User 596 performed DELETE on Consultations.
456,315,INSERT,Medical_staff,2025-06-26,User 315 performed INSERT on Medical_staff.
457,874,DELETE,Appointments,2024-11-16,User 874 performed DELETE on Appointments.
458,689,INSERT,Medical_staff,2022-03-22,User 689 performed INSERT on Medical_staff.
459,765,SELECT,Medical_staff,2026-03-24,User 765 performed SELECT on Medical_staff.
460,711,LOGOUT,Appointments,2025-11-22,User 711 performed LOGOUT on Appointments.
461,517,INSERT,Consultations,2022-04-07,User 517 performed INSERT on Consultations.
462,946,DELETE,Medical_records,2025-01-28,User 946 performed DELETE on Medical_records.
463,928,LOGOUT,AI_Diagnosis,2022-12-04,User 928 performed LOGOUT on AI_Diagnosis.
464,286,DELETE,AI_Diagnosis,2026-02-01,User 286 performed DELETE on AI_Diagnosis.
465,658,INSERT,Medical_records,2022-12-24,User 658 performed INSERT on Medical_records.
466,689,LOGIN,Appointments,2026-01-10,User 689 performed LOGIN on Appointments.
467,241,LOGOUT,Medical_records,2026-04-17,User 241 performed LOGOUT on Medical_records.
468,379,SELECT,Medical_records,2024-02-03,User 379 performed SELECT on Medical_records.
469,552,DELETE,Users,2023-10-07,User 552 performed DELETE on Users.
470,25,UPDATE,Patients,2024-07-16,User 25 performed UPDATE on Patients.
471,1181,DELETE,Medical_records,2023-11-08,User 1181 performed DELETE on Medical_records.
472,515,SELECT,AI_Diagnosis,2024-06-20,User 515 performed SELECT on AI_Diagnosis.
473,305,UPDATE,Notifications,2024-06-23,User 305 performed UPDATE on Notifications.
474,994,LOGIN,Appointments,2025-02-28,User 994 performed LOGIN on Appointments.
475,23,SELECT,Users,2022-06-14,User 23 performed SELECT on Users.
476,834,UPDATE,Patients,2024-03-31,User 834 performed UPDATE on Patients.
477,873,UPDATE,Notifications,2026-03-26,User 873 performed UPDATE on Notifications.
478,989,LOGIN,Medical_staff,2022-01-27,User 989 performed LOGIN on Medical_staff.
479,1185,INSERT,AI_Diagnosis,2023-03-04,User 1185 performed INSERT on AI_Diagnosis.
480,956,LOGOUT,Medical_records,2022-12-14,User 956 performed LOGOUT on Medical_records.
481,229,SELECT,Notifications,2023-07-16,User 229 performed SELECT on Notifications.
482,1092,INSERT,Appointments,2024-03-30,User 1092 performed INSERT on Appointments.
483,142,DELETE,Users,2023-09-14,User 142 performed DELETE on Users.
484,514,INSERT,Medical_records,2025-05-03,User 514 performed INSERT on Medical_records.
485,164,LOGIN,Users,2024-02-23,User 164 performed LOGIN on Users.
486,682,INSERT,Users,2026-03-11,User 682 performed INSERT on Users.
487,1071,DELETE,Medical_staff,2022-05-26,User 1071 performed DELETE on Medical_staff.
488,556,LOGIN,Medical_records,2022-09-17,User 556 performed LOGIN on Medical_records.
489,1102,UPDATE,Users,2025-12-31,User 1102 performed UPDATE on Users.
490,823,INSERT,Medical_records,2022-10-04,User 823 performed INSERT on Medical_records.
491,480,DELETE,Consultations,2022-06-17,User 480 performed DELETE on Consultations.
492,999,DELETE,Notifications,2023-01-23,User 999 performed DELETE on Notifications.
493,851,LOGIN,Appointments,2025-01-11,User 851 performed LOGIN on Appointments.
494,95,DELETE,Medical_staff,2024-03-13,User 95 performed DELETE on Medical_staff.
495,69,SELECT,Patients,2025-09-15,User 69 performed SELECT on Patients.
496,539,UPDATE,Users,2025-10-05,User 539 performed UPDATE on Users.
497,215,SELECT,Users,2025-05-26,User 215 performed SELECT on Users.
498,393,INSERT,AI_Diagnosis,2022-11-25,User 393 performed INSERT on AI_Diagnosis.
499,865,INSERT,Patients,2025-01-13,User 865 performed INSERT on Patients.
500,539,DELETE,Notifications,2023-02-16,User 539 performed DELETE on Notifications.
501,157,DELETE,AI_Diagnosis,2025-10-29,User 157 performed DELETE on AI_Diagnosis.
502,814,INSERT,Medical_records,2024-05-13,User 814 performed INSERT on Medical_records.
503,688,INSERT,AI_Diagnosis,2024-01-08,User 688 performed INSERT on AI_Diagnosis.
504,687,LOGIN,Users,2023-02-03,User 687 performed LOGIN on Users.
505,969,LOGIN,AI_Diagnosis,2025-01-08,User 969 performed LOGIN on AI_Diagnosis.
506,1048,INSERT,Notifications,2025-12-27,User 1048 performed INSERT on Notifications.
507,859,LOGIN,Patients,2025-07-01,User 859 performed LOGIN on Patients.
508,829,DELETE,Consultations,2022-08-03,User 829 performed DELETE on Consultations.
509,1177,LOGIN,AI_Diagnosis,2023-08-09,User 1177 performed LOGIN on AI_Diagnosis.
510,621,LOGOUT,AI_Diagnosis,2023-02-02,User 621 performed LOGOUT on AI_Diagnosis.
511,371,INSERT,AI_Diagnosis,2025-08-04,User 371 performed INSERT on AI_Diagnosis.
512,927,LOGIN,Users,2023-08-24,User 927 performed LOGIN on Users.
513,652,SELECT,Medical_staff,2024-09-03,User 652 performed SELECT on Medical_staff.
514,947,INSERT,Notifications,2022-03-23,User 947 performed INSERT on Notifications.
515,1067,LOGOUT,Users,2026-02-19,User 1067 performed LOGOUT on Users.
516,695,LOGIN,Appointments,2023-10-02,User 695 performed LOGIN on Appointments.
517,1107,DELETE,Notifications,2023-08-04,User 1107 performed DELETE on Notifications.
518,475,UPDATE,AI_Diagnosis,2025-12-16,User 475 performed UPDATE on AI_Diagnosis.
519,748,DELETE,Consultations,2022-05-26,User 748 performed DELETE on Consultations.
520,659,SELECT,Users,2022-11-04,User 659 performed SELECT on Users.
521,969,SELECT,Patients,2022-06-22,User 969 performed SELECT on Patients.
522,706,SELECT,Medical_records,2024-03-09,User 706 performed SELECT on Medical_records.
523,822,LOGIN,Consultations,2025-01-10,User 822 performed LOGIN on Consultations.
524,117,DELETE,Medical_records,2024-07-11,User 117 performed DELETE on Medical_records.
525,307,INSERT,Patients,2025-02-17,User 307 performed INSERT on Patients.
526,668,DELETE,Notifications,2023-05-03,User 668 performed DELETE on Notifications.
527,209,SELECT,Medical_staff,2025-12-31,User 209 performed SELECT on Medical_staff.
528,838,INSERT,Notifications,2025-11-06,User 838 performed INSERT on Notifications.
529,823,LOGOUT,Medical_staff,2025-03-01,User 823 performed LOGOUT on Medical_staff.
530,412,UPDATE,Appointments,2024-09-19,User 412 performed UPDATE on Appointments.
531,686,DELETE,Appointments,2024-11-21,User 686 performed DELETE on Appointments.
532,1067,UPDATE,Appointments,2023-04-10,User 1067 performed UPDATE on Appointments.
533,183,DELETE,Appointments,2025-08-25,User 183 performed DELETE on Appointments.
534,317,DELETE,Medical_staff,2024-11-12,User 317 performed DELETE on Medical_staff.
535,665,LOGIN,Medical_records,2024-10-24,User 665 performed LOGIN on Medical_records.
536,357,LOGOUT,Patients,2024-03-17,User 357 performed LOGOUT on Patients.
537,880,SELECT,Users,2023-03-02,User 880 performed SELECT on Users.
538,530,SELECT,AI_Diagnosis,2025-11-30,User 530 performed SELECT on AI_Diagnosis.
539,180,INSERT,Patients,2022-02-13,User 180 performed INSERT on Patients.
540,311,LOGIN,Consultations,2022-01-01,User 311 performed LOGIN on Consultations.
541,81,INSERT,Appointments,2022-12-10,User 81 performed INSERT on Appointments.
542,857,SELECT,Notifications,2022-07-04,User 857 performed SELECT on Notifications.
543,956,LOGIN,Patients,2024-11-06,User 956 performed LOGIN on Patients.
544,1048,SELECT,Medical_staff,2023-09-24,User 1048 performed SELECT on Medical_staff.
545,1189,INSERT,Notifications,2022-10-22,User 1189 performed INSERT on Notifications.
546,1013,LOGOUT,AI_Diagnosis,2024-04-27,User 1013 performed LOGOUT on AI_Diagnosis.
547,708,INSERT,Medical_records,2026-02-08,User 708 performed INSERT on Medical_records.
548,605,UPDATE,Users,2022-05-08,User 605 performed UPDATE on Users.
549,175,UPDATE,Medical_records,2025-03-21,User 175 performed UPDATE on Medical_records.
550,239,DELETE,Appointments,2024-01-25,User 239 performed DELETE on Appointments.
551,416,SELECT,Users,2025-04-14,User 416 performed SELECT on Users.
552,321,SELECT,Consultations,2025-04-28,User 321 performed SELECT on Consultations.
553,951,SELECT,Notifications,2022-08-27,User 951 performed SELECT on Notifications.
554,770,UPDATE,Medical_staff,2022-10-07,User 770 performed UPDATE on Medical_staff.
555,389,UPDATE,Patients,2022-08-13,User 389 performed UPDATE on Patients.
556,100,SELECT,Patients,2022-08-25,User 100 performed SELECT on Patients.
557,899,SELECT,Medical_staff,2023-09-24,User 899 performed SELECT on Medical_staff.
558,812,INSERT,Appointments,2023-08-30,User 812 performed INSERT on Appointments.
559,1146,SELECT,Medical_staff,2025-03-22,User 1146 performed SELECT on Medical_staff.
560,240,SELECT,Users,2022-01-20,User 240 performed SELECT on Users.
561,934,LOGIN,Appointments,2022-07-14,User 934 performed LOGIN on Appointments.
562,271,UPDATE,Appointments,2022-08-25,User 271 performed UPDATE on Appointments.
563,654,LOGOUT,Appointments,2023-07-13,User 654 performed LOGOUT on Appointments.
564,1022,SELECT,Medical_records,2022-07-31,User 1022 performed SELECT on Medical_records.
565,1004,DELETE,Consultations,2025-07-31,User 1004 performed DELETE on Consultations.
566,62,LOGOUT,Appointments,2024-07-15,User 62 performed LOGOUT on Appointments.
567,714,INSERT,Medical_staff,2022-08-07,User 714 performed INSERT on Medical_staff.
568,778,DELETE,Notifications,2025-11-23,User 778 performed DELETE on Notifications.
569,788,LOGIN,Medical_records,2023-01-24,User 788 performed LOGIN on Medical_records.
570,930,LOGOUT,Appointments,2025-08-19,User 930 performed LOGOUT on Appointments.
571,268,SELECT,Notifications,2022-03-07,User 268 performed SELECT on Notifications.
572,327,LOGIN,Medical_staff,2025-11-25,User 327 performed LOGIN on Medical_staff.
573,847,UPDATE,Users,2024-01-21,User 847 performed UPDATE on Users.
574,729,LOGOUT,Patients,2022-05-20,User 729 performed LOGOUT on Patients.
575,290,INSERT,Consultations,2023-06-22,User 290 performed INSERT on Consultations.
576,713,UPDATE,Users,2023-01-27,User 713 performed UPDATE on Users.
577,690,LOGIN,Users,2023-04-30,User 690 performed LOGIN on Users.
578,16,INSERT,Notifications,2024-01-18,User 16 performed INSERT on Notifications.
579,557,LOGIN,AI_Diagnosis,2022-04-29,User 557 performed LOGIN on AI_Diagnosis.
580,690,LOGIN,Medical_staff,2023-06-09,User 690 performed LOGIN on Medical_staff.
581,739,LOGOUT,Consultations,2023-06-17,User 739 performed LOGOUT on Consultations.
582,642,UPDATE,Consultations,2022-01-10,User 642 performed UPDATE on Consultations.
583,281,INSERT,Appointments,2024-10-29,User 281 performed INSERT on Appointments.
584,1117,LOGOUT,AI_Diagnosis,2022-01-04,User 1117 performed LOGOUT on AI_Diagnosis.
585,926,INSERT,Appointments,2026-03-08,User 926 performed INSERT on Appointments.
586,880,INSERT,Medical_staff,2022-09-27,User 880 performed INSERT on Medical_staff.
587,137,UPDATE,Consultations,2022-01-13,User 137 performed UPDATE on Consultations.
588,70,DELETE,Notifications,2025-01-13,User 70 performed DELETE on Notifications.
589,994,LOGIN,AI_Diagnosis,2023-12-26,User 994 performed LOGIN on AI_Diagnosis.
590,296,INSERT,Patients,2022-05-04,User 296 performed INSERT on Patients.
591,1078,DELETE,Notifications,2023-10-05,User 1078 performed DELETE on Notifications.
592,614,UPDATE,Users,2025-10-19,User 614 performed UPDATE on Users.
593,679,LOGOUT,Notifications,2025-12-13,User 679 performed LOGOUT on Notifications.
594,1060,SELECT,Medical_records,2023-01-10,User 1060 performed SELECT on Medical_records.
595,339,LOGIN,Patients,2026-03-09,User 339 performed LOGIN on Patients.
596,660,DELETE,Medical_staff,2022-07-13,User 660 performed DELETE on Medical_staff.
597,943,INSERT,Patients,2023-12-13,User 943 performed INSERT on Patients.
598,784,SELECT,Appointments,2025-05-14,User 784 performed SELECT on Appointments.
599,295,LOGIN,Appointments,2025-11-30,User 295 performed LOGIN on Appointments.
600,843,LOGIN,Patients,2024-08-11,User 843 performed LOGIN on Patients.
601,19,SELECT,Medical_staff,2025-10-23,User 19 performed SELECT on Medical_staff.
602,1058,LOGOUT,AI_Diagnosis,2022-10-18,User 1058 performed LOGOUT on AI_Diagnosis.
603,493,DELETE,Appointments,2025-02-24,User 493 performed DELETE on Appointments.
604,1180,LOGOUT,Users,2022-06-19,User 1180 performed LOGOUT on Users.
605,947,DELETE,Medical_records,2022-04-22,User 947 performed DELETE on Medical_records.
606,623,SELECT,AI_Diagnosis,2022-02-17,User 623 performed SELECT on AI_Diagnosis.
607,82,DELETE,Appointments,2025-11-29,User 82 performed DELETE on Appointments.
608,15,LOGOUT,AI_Diagnosis,2024-03-11,User 15 performed LOGOUT on AI_Diagnosis.
609,266,SELECT,Appointments,2022-12-15,User 266 performed SELECT on Appointments.
610,742,DELETE,Appointments,2025-01-23,User 742 performed DELETE on Appointments.
611,323,SELECT,Medical_staff,2023-03-19,User 323 performed SELECT on Medical_staff.
612,1144,UPDATE,Medical_records,2025-11-27,User 1144 performed UPDATE on Medical_records.
613,809,UPDATE,Medical_records,2023-11-22,User 809 performed UPDATE on Medical_records.
614,120,SELECT,Appointments,2023-09-15,User 120 performed SELECT on Appointments.
615,1085,UPDATE,AI_Diagnosis,2023-04-28,User 1085 performed UPDATE on AI_Diagnosis.
616,281,UPDATE,Patients,2022-05-27,User 281 performed UPDATE on Patients.
617,533,SELECT,Medical_staff,2024-05-18,User 533 performed SELECT on Medical_staff.
618,989,DELETE,Patients,2023-05-25,User 989 performed DELETE on Patients.
619,1086,INSERT,Users,2026-02-23,User 1086 performed INSERT on Users.
620,605,INSERT,Users,2025-11-24,User 605 performed INSERT on Users.
621,339,INSERT,Appointments,2025-04-12,User 339 performed INSERT on Appointments.
622,1014,INSERT,Patients,2022-09-05,User 1014 performed INSERT on Patients.
623,41,DELETE,Medical_staff,2023-03-20,User 41 performed DELETE on Medical_staff.
624,447,INSERT,Users,2026-04-13,User 447 performed INSERT on Users.
625,89,LOGIN,Patients,2025-04-04,User 89 performed LOGIN on Patients.
626,495,DELETE,Patients,2025-09-21,User 495 performed DELETE on Patients.
627,1188,SELECT,Patients,2022-04-23,User 1188 performed SELECT on Patients.
628,1084,SELECT,Notifications,2024-10-28,User 1084 performed SELECT on Notifications.
629,598,LOGOUT,Notifications,2024-02-05,User 598 performed LOGOUT on Notifications.
630,671,LOGIN,Medical_staff,2022-11-15,User 671 performed LOGIN on Medical_staff.
631,334,DELETE,Medical_records,2024-08-09,User 334 performed DELETE on Medical_records.
632,901,SELECT,Users,2024-08-15,User 901 performed SELECT on Users.
633,688,DELETE,Notifications,2026-04-23,User 688 performed DELETE on Notifications.
634,601,DELETE,Medical_records,2025-04-05,User 601 performed DELETE on Medical_records.
635,360,SELECT,AI_Diagnosis,2023-11-30,User 360 performed SELECT on AI_Diagnosis.
636,48,INSERT,Appointments,2022-10-27,User 48 performed INSERT on Appointments.
637,737,UPDATE,Notifications,2024-06-22,User 737 performed UPDATE on Notifications.
638,640,LOGIN,Medical_staff,2022-10-09,User 640 performed LOGIN on Medical_staff.
639,384,UPDATE,Consultations,2024-05-19,User 384 performed UPDATE on Consultations.
640,790,INSERT,Users,2022-12-24,User 790 performed INSERT on Users.
641,391,LOGIN,Consultations,2023-07-17,User 391 performed LOGIN on Consultations.
642,1122,SELECT,Consultations,2025-11-12,User 1122 performed SELECT on Consultations.
643,590,UPDATE,Patients,2026-02-06,User 590 performed UPDATE on Patients.
644,456,LOGOUT,Users,2024-07-23,User 456 performed LOGOUT on Users.
645,1022,SELECT,Appointments,2022-09-04,User 1022 performed SELECT on Appointments.
646,363,DELETE,Patients,2023-08-17,User 363 performed DELETE on Patients.
647,503,LOGIN,Notifications,2025-12-27,User 503 performed LOGIN on Notifications.
648,437,SELECT,Medical_records,2026-03-26,User 437 performed SELECT on Medical_records.
649,470,INSERT,AI_Diagnosis,2023-11-24,User 470 performed INSERT on AI_Diagnosis.
650,720,UPDATE,Appointments,2026-02-06,User 720 performed UPDATE on Appointments.
651,957,UPDATE,Medical_staff,2024-09-16,User 957 performed UPDATE on Medical_staff.
652,959,LOGOUT,Notifications,2023-03-22,User 959 performed LOGOUT on Notifications.
653,128,LOGOUT,Notifications,2023-10-18,User 128 performed LOGOUT on Notifications.
654,1099,DELETE,Medical_records,2024-07-18,User 1099 performed DELETE on Medical_records.
655,883,DELETE,Medical_staff,2025-07-13,User 883 performed DELETE on Medical_staff.
656,796,LOGIN,Consultations,2023-12-09,User 796 performed LOGIN on Consultations.
657,1136,LOGIN,AI_Diagnosis,2023-03-25,User 1136 performed LOGIN on AI_Diagnosis.
658,59,LOGOUT,Appointments,2025-12-30,User 59 performed LOGOUT on Appointments.
659,1007,LOGIN,Users,2024-12-16,User 1007 performed LOGIN on Users.
660,211,DELETE,Medical_staff,2025-07-29,User 211 performed DELETE on Medical_staff.
661,260,LOGIN,Appointments,2024-04-16,User 260 performed LOGIN on Appointments.
662,1090,SELECT,Notifications,2022-08-23,User 1090 performed SELECT on Notifications.
663,44,SELECT,Users,2022-02-18,User 44 performed SELECT on Users.
664,649,SELECT,Consultations,2022-07-23,User 649 performed SELECT on Consultations.
665,711,DELETE,Users,2022-07-18,User 711 performed DELETE on Users.
666,89,SELECT,Medical_staff,2025-05-03,User 89 performed SELECT on Medical_staff.
667,1117,INSERT,Notifications,2026-03-27,User 1117 performed INSERT on Notifications.
668,781,INSERT,Consultations,2024-02-02,User 781 performed INSERT on Consultations.
669,1137,LOGIN,Patients,2022-05-12,User 1137 performed LOGIN on Patients.
670,1000,INSERT,AI_Diagnosis,2022-09-16,User 1000 performed INSERT on AI_Diagnosis.
671,935,INSERT,Consultations,2026-02-02,User 935 performed INSERT on Consultations.
672,382,SELECT,Appointments,2025-08-07,User 382 performed SELECT on Appointments.
673,240,DELETE,Notifications,2022-12-12,User 240 performed DELETE on Notifications.
674,535,UPDATE,Patients,2024-03-10,User 535 performed UPDATE on Patients.
675,100,DELETE,Consultations,2022-07-17,User 100 performed DELETE on Consultations.
676,827,LOGIN,AI_Diagnosis,2024-05-04,User 827 performed LOGIN on AI_Diagnosis.
677,22,DELETE,Medical_staff,2023-05-21,User 22 performed DELETE on Medical_staff.
678,684,UPDATE,Notifications,2025-02-03,User 684 performed UPDATE on Notifications.
679,257,LOGOUT,Consultations,2025-05-23,User 257 performed LOGOUT on Consultations.
680,610,LOGOUT,AI_Diagnosis,2022-06-21,User 610 performed LOGOUT on AI_Diagnosis.
681,1192,LOGOUT,Patients,2025-11-19,User 1192 performed LOGOUT on Patients.
682,269,LOGOUT,Appointments,2022-12-21,User 269 performed LOGOUT on Appointments.
683,1018,LOGOUT,Consultations,2022-03-07,User 1018 performed LOGOUT on Consultations.
684,971,UPDATE,Medical_records,2023-11-28,User 971 performed UPDATE on Medical_records.
685,926,DELETE,Medical_records,2022-09-04,User 926 performed DELETE on Medical_records.
