id_notification,id_user,title,message,type,is_read,created_at
324,447,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2024-02-28
325,412,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2024-02-13
326,159,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2023-08-21
327,224,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,True,2025-09-20
328,1038,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,True,2024-08-31
329,629,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2023-12-16
330,360,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2025-02-17
331,156,System Update,System Update: Please check your patient portal for details.,alert,True,2023-12-15
332,710,Health Tip,Health Tip: Please check your patient portal for details.,reminder,False,2024-02-08
333,247,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2024-09-15
334,31,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2025-07-04
335,561,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2025-09-03
336,311,System Update,System Update: Please check your patient portal for details.,alert,True,2025-09-24
337,712,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2025-09-20
338,1171,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2025-11-03
339,498,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,True,2024-11-04
340,255,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2024-06-17
341,684,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2024-08-15
342,214,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2024-04-30
343,638,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2023-05-17
344,873,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2025-02-18
345,516,System Update,System Update: Please check your patient portal for details.,info,False,2024-09-18
346,667,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2024-12-16
347,368,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,False,2025-02-19
348,196,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,True,2025-02-16
349,612,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2024-04-11
350,385,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,False,2023-01-15
351,182,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2025-10-03
352,1038,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2025-09-24
353,228,System Update,System Update: Please check your patient portal for details.,reminder,False,2023-07-29
354,613,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2026-04-08
355,735,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2024-10-31
356,1090,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2025-02-24
357,1125,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2026-05-03
358,808,Payment Due,Payment Due: Please check your patient portal for details.,info,True,2025-12-31
359,527,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2026-01-12
360,637,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2023-12-14
361,401,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,False,2023-02-05
362,639,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2024-11-28
363,7,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2025-02-12
364,6,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,True,2023-04-08
365,1048,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2024-03-08
366,109,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2025-02-12
367,490,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,True,2023-12-07
368,424,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2024-10-25
369,122,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2025-03-01
370,92,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2025-08-08
371,479,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2023-10-16
372,337,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2026-04-22
373,422,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2026-02-27
374,959,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2023-07-17
375,399,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2023-10-25
376,862,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2023-02-22
377,1151,System Update,System Update: Please check your patient portal for details.,alert,True,2025-08-14
378,523,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2024-06-13
379,497,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,False,2023-07-06
380,142,System Update,System Update: Please check your patient portal for details.,info,True,2025-06-08
381,752,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2023-11-17
382,739,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-03-25
383,87,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2023-12-09
384,388,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2025-01-07
385,948,System Update,System Update: Please check your patient portal for details.,warning,False,2026-03-19
386,616,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,True,2024-10-29
387,131,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2024-10-21
388,361,System Update,System Update: Please check your patient portal for details.,reminder,False,2025-07-27
389,728,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2023-07-29
390,333,Health Tip,Health Tip: Please check your patient portal for details.,reminder,False,2024-02-18
391,1098,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2025-04-15
392,868,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2024-03-06
393,165,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2023-09-19
394,147,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2024-12-30
395,431,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2024-09-09
396,589,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2024-08-13
397,680,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2025-05-20
398,1066,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2023-11-05
399,762,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2024-01-29
400,700,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2023-05-12
401,721,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2024-08-09
402,778,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2025-12-26
403,1176,System Update,System Update: Please check your patient portal for details.,warning,False,2025-08-21
404,209,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2025-04-30
405,216,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2023-03-21
406,437,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,True,2023-07-30
407,287,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2023-08-07
408,367,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2023-10-07
409,392,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,False,2023-07-22
410,537,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2024-04-17
411,273,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2024-08-27
412,541,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2023-08-06
413,689,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,False,2023-09-13
414,805,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,False,2026-02-01
415,1025,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2024-12-23
416,206,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2026-01-04
417,612,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,True,2025-03-16
418,390,Test Results Ready,Test Results Ready: Please check your patient portal for details.,reminder,False,2025-04-28
419,84,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2026-02-26
420,386,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2025-06-29
421,170,System Update,System Update: Please check your patient portal for details.,alert,True,2023-12-27
422,411,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2024-08-23
423,698,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2026-02-19
424,962,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2023-01-14
425,374,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2024-08-05
426,45,System Update,System Update: Please check your patient portal for details.,warning,True,2025-12-29
427,888,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2023-01-26
428,987,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2026-03-11
429,803,System Update,System Update: Please check your patient portal for details.,warning,True,2026-03-12
430,253,System Update,System Update: Please check your patient portal for details.,reminder,False,2024-07-12
431,797,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,True,2023-06-20
432,18,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2023-07-06
433,742,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2024-10-31
434,1065,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2024-03-07
435,683,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2025-08-27
436,71,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2025-06-08
437,1028,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2024-03-11
438,143,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2023-05-18
439,122,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2024-09-16
440,519,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2025-01-14
441,595,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2024-11-27
442,725,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,True,2023-04-03
443,420,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2024-11-07
444,1175,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2026-01-27
445,785,System Update,System Update: Please check your patient portal for details.,alert,True,2024-11-10
446,1068,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-11-26
447,386,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2024-11-13
448,343,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2026-01-27
449,888,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2023-01-11
450,1049,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2023-04-08
451,1177,System Update,System Update: Please check your patient portal for details.,info,False,2023-09-12
452,619,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2025-01-03
453,123,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2023-06-12
454,496,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,False,2023-11-27
455,823,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2023-05-28
456,375,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2025-07-15
457,278,Test Results Ready,Test Results Ready: Please check your patient portal for details.,reminder,True,2026-03-23
458,366,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,True,2025-03-25
459,27,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-02-23
460,1100,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,False,2024-07-20
461,284,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2025-12-17
462,692,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2025-10-27
463,363,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2023-12-05
464,313,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,False,2023-09-09
465,532,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,False,2023-01-04
466,331,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2025-06-10
467,506,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2023-06-08
468,154,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2024-04-27
469,241,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,True,2024-12-18
470,418,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2023-01-04
471,1089,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2024-04-27
472,958,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2024-01-04
473,754,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2025-10-05
474,284,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,False,2024-04-16
475,492,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2024-02-13
476,382,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2024-07-10
477,912,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2024-04-28
478,144,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2026-05-03
479,850,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2026-01-09
480,617,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2025-06-04
481,405,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2024-03-10
482,37,System Update,System Update: Please check your patient portal for details.,info,True,2024-09-29
483,1165,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,True,2024-12-29
484,781,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2025-06-03
485,1017,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2024-09-18
486,858,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2024-09-09
487,666,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,True,2024-03-11
488,286,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2025-11-13
489,658,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,True,2024-06-07
490,833,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2024-10-07
491,1126,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2023-12-28
492,245,System Update,System Update: Please check your patient portal for details.,alert,True,2025-03-04
493,603,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,False,2023-06-30
494,295,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2024-07-29
495,84,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,False,2025-07-31
496,1031,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2024-11-15
497,30,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2023-10-18
498,1019,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2026-03-15
499,236,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2024-12-10
500,257,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2025-04-26
501,610,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,True,2023-06-01
502,384,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2024-08-06
503,416,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2025-11-09
504,986,System Update,System Update: Please check your patient portal for details.,alert,False,2024-09-18
505,799,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2026-05-05
506,1053,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2023-07-02
507,477,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2025-09-26
508,1149,Health Tip,Health Tip: Please check your patient portal for details.,warning,True,2025-07-15
509,3,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2023-09-05
510,1161,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2024-08-02
511,193,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2024-09-23
512,942,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2025-05-01
513,86,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2023-11-04
514,816,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2023-11-19
515,1028,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2023-05-27
516,629,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2025-02-22
517,144,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,True,2023-11-20
518,691,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2023-03-30
519,868,System Update,System Update: Please check your patient portal for details.,info,True,2023-04-23
520,456,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,True,2023-06-10
521,377,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2024-03-11
522,51,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2026-03-20
523,677,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,True,2023-03-14
524,952,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,True,2023-04-04
525,420,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2024-03-31
526,460,System Update,System Update: Please check your patient portal for details.,reminder,True,2023-08-05
527,246,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2024-05-13
528,1109,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2026-02-03
529,959,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2024-05-18
530,802,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2023-09-24
531,785,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2024-09-15
532,524,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,False,2025-07-30
533,555,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2023-11-14
534,48,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2026-02-14
535,612,System Update,System Update: Please check your patient portal for details.,info,False,2023-10-17
536,104,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,True,2024-03-02
537,21,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2024-03-23
538,1199,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2026-04-01
539,1126,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2026-04-25
540,841,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2024-11-22
541,3,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2023-04-19
542,579,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2025-06-22
543,199,System Update,System Update: Please check your patient portal for details.,warning,True,2023-10-18
544,1066,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,True,2025-04-18
545,178,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2024-01-02
546,560,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2025-05-26
547,477,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,True,2024-02-06
548,1004,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,False,2024-08-25
549,157,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2025-04-21
550,326,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2024-07-02
551,251,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2025-12-29
552,431,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2025-06-02
553,480,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2023-08-31
554,843,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,False,2025-04-20
555,1025,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,True,2024-01-25
556,350,System Update,System Update: Please check your patient portal for details.,info,True,2023-05-01
557,365,System Update,System Update: Please check your patient portal for details.,info,False,2025-12-03
558,699,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2025-12-12
559,167,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2024-08-07
560,787,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,True,2025-01-29
561,512,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2025-11-10
562,31,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2026-01-06
563,233,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2025-05-28
564,467,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,False,2025-02-22
565,810,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2023-07-14
566,814,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2025-12-18
567,1137,Health Tip,Health Tip: Please check your patient portal for details.,reminder,False,2025-11-15
568,942,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2025-12-25
569,471,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,False,2023-04-04
570,713,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2025-08-29
571,477,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2025-11-25
572,338,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,True,2023-06-11
573,611,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2023-07-09
574,617,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2024-08-28
575,634,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2023-10-28
576,672,System Update,System Update: Please check your patient portal for details.,alert,True,2024-09-07
577,1188,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2026-04-24
578,925,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2024-07-20
579,737,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,False,2023-08-01
580,746,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2023-03-31
581,440,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,False,2025-03-10
582,145,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2023-08-06
583,795,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2024-09-28
584,1103,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,False,2023-09-17
585,1088,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2025-12-30
586,798,System Update,System Update: Please check your patient portal for details.,alert,True,2024-04-08
587,576,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,True,2024-10-30
588,758,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2025-10-17
589,945,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,True,2026-03-14
590,840,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2023-02-22
591,1194,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2024-07-12
592,1197,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,False,2023-11-19
593,397,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2025-06-17
594,115,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2024-05-12
595,897,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,False,2026-02-10
596,1180,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2023-04-15
597,625,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2025-07-24
598,181,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2025-03-06
599,710,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2025-05-27
600,647,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2025-07-26
601,195,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2023-06-20
602,244,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,False,2023-02-06
603,215,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2025-12-14
604,1161,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2025-10-01
605,381,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2024-11-25
606,282,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2023-06-10
607,716,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,True,2024-12-12
608,1052,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,False,2023-05-15
609,1033,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2024-06-01
610,419,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2026-04-28
611,1016,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2023-09-25
612,254,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2024-03-24
613,1194,Health Tip,Health Tip: Please check your patient portal for details.,warning,True,2026-03-03
614,29,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2024-05-21
615,1004,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2026-03-07
616,33,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2024-11-25
617,887,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2024-12-21
618,922,Health Tip,Health Tip: Please check your patient portal for details.,alert,True,2026-05-09
619,96,System Update,System Update: Please check your patient portal for details.,reminder,True,2023-10-20
620,945,System Update,System Update: Please check your patient portal for details.,info,False,2025-03-11
621,396,Payment Due,Payment Due: Please check your patient portal for details.,info,True,2025-11-23
622,396,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2025-12-22
623,1108,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2025-04-16
624,850,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2025-03-07
625,912,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2025-07-26
626,652,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2024-01-04
627,788,System Update,System Update: Please check your patient portal for details.,info,False,2024-07-11
628,1107,System Update,System Update: Please check your patient portal for details.,alert,True,2024-06-26
629,198,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,False,2023-12-02
630,911,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2023-03-20
631,1093,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2023-03-25
632,660,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2024-08-27
633,1095,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,False,2025-11-23
634,754,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,True,2026-03-21
635,232,System Update,System Update: Please check your patient portal for details.,warning,False,2023-05-08
636,898,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,False,2023-12-11
637,45,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2026-01-06
638,635,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2024-09-28
639,35,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,True,2024-09-30
640,973,Health Tip,Health Tip: Please check your patient portal for details.,alert,True,2025-01-02
641,902,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2023-11-29
642,987,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2025-10-24
